#{"t_start": 1776489777.5702183, "env_id": "None"}
r,l,t
162.0,27,21470.766824
835.0,82,21470.767288
648.0,119,21471.408073
161.0,27,21471.725618
155.0,21,21472.349158
462.0,66,21472.664978
263.0,30,21473.92922
185.0,23,21474.254477
601.0,70,21474.254782
341.0,36,21474.254905
202.0,26,21474.569801
325.0,37,21474.888264
1532.0,2005,21475.211564
107.0,19,21475.211879
269.0,37,21475.534324
243.0,29,21475.534623
1110.0,99,21475.860444
394.0,70,21475.860741
128.0,20,21477.119867
479.0,55,21477.441073
1631.0,263,21477.759947
1556.0,123,21478.7076
131.0,22,21479.341906
97.0,15,21479.982666
267.0,31,21480.615119
387.0,59,21481.244873
195.0,24,21481.879275
204.0,25,21482.526244
204.0,26,21482.526573
353.0,37,21483.47346
195.0,30,21483.473756
277.0,37,21484.422552
111.0,19,21486.00073
161.0,27,21486.001026
324.0,36,21486.31502
132.0,19,21488.527189
373.0,42,21488.846116
163.0,27,21489.164971
204.0,25,21489.805993
272.0,33,21489.806376
474.0,40,21489.806509
252.0,41,21490.757363
391.0,48,21491.086218
606.0,65,21491.086537
946.0,109,21491.408075
101.0,17,21491.408365
910.0,68,21491.408492
194.0,27,21492.032243
256.0,29,21492.656801
283.0,32,21492.65723
1220.0,139,21494.217397
580.0,82,21494.532655
161.0,27,21494.532925
101.0,17,21496.741877
180.0,24,21497.379153
299.0,27,21498.316814
252.0,30,21498.645609
298.0,39,21498.64592
194.0,28,21498.646047
131.0,23,21499.266974
204.0,25,21500.515936
76.0,18,21502.411021
238.0,37,21502.735999
1089.0,174,21504.65189
127.0,20,21504.65213
195.0,24,21504.978621
162.0,34,21505.305443
706.0,54,21558.235322
912.0,138,21558.819973
162.0,27,21559.451103
386.0,48,21560.078083
193.0,30,21560.388764
194.0,28,21560.389057
111.0,19,21560.699938
399.0,45,21561.012519
650.0,89,21561.634793
284.0,34,21563.485938
645.0,73,21563.804054
192.0,24,21564.732658
1519.0,108,21565.060229
591.0,68,21565.060519
221.0,27,21565.382445
105.0,17,21566.008754
1125.0,125,21566.959703
652.0,138,21567.271368
245.0,29,21567.271593
253.0,40,21567.582784
163.0,26,21568.214618
163.0,29,21568.527023
195.0,28,21569.140795
867.0,104,21569.455333
220.0,30,21569.782728
621.0,61,21570.103797
1848.0,135,21570.727072
385.0,45,21571.659089
186.0,23,21571.977582
110.0,19,21571.977839
660.0,93,21572.294414
300.0,27,21572.294856
257.0,40,21573.537064
729.0,88,21574.170164
692.0,97,21574.170372
286.0,34,21574.170484
131.0,22,21576.669716
163.0,30,21577.923003
1000.0,110,21577.923296
223.0,34,21577.923474
326.0,41,21577.923544
126.0,21,21578.852206
268.0,37,21579.171849
1158.0,163,21579.172093
163.0,26,21579.862092
282.0,35,21580.559837
204.0,25,21582.349966
298.0,40,21583.071837
238.0,34,21583.430835
383.0,47,21583.431149
284.0,36,21583.787864
1882.0,197,21584.509685
1350.0,182,21584.509947
194.0,27,21585.922284
162.0,27,21587.341019
241.0,31,21588.741367
305.0,44,21589.097991
159.0,28,21589.720975
307.0,35,21590.037274
390.0,52,21590.984605
1109.0,226,21591.309769
337.0,53,21591.944875
162.0,26,21592.26555
386.0,43,21592.580931
591.0,111,21592.893306
1127.0,84,21592.893573
253.0,42,21593.496619
284.0,34,21593.798062
282.0,32,21594.413098
323.0,35,21594.723773
921.0,80,21595.329635
195.0,31,21595.936837
165.0,28,21596.243937
490.0,93,21597.569695
1593.0,100,21597.569905
526.0,54,21598.509316
125.0,20,21599.117452
760.0,84,21599.423388
270.0,32,21599.729353
232.0,29,21600.350032
925.0,67,21600.967371
444.0,39,21600.967621
268.0,33,21601.274326
253.0,30,21601.580298
182.0,25,21602.194655
284.0,31,21603.403254
131.0,27,21603.716143
76.0,19,21605.264894
385.0,41,21605.265136
127.0,20,21607.197944
272.0,36,21607.198248
353.0,37,21607.808541
253.0,29,21608.73955
1011.0,149,21609.352192
272.0,37,21609.956154
155.0,21,21610.268408
1336.0,124,21610.573458
652.0,57,21610.57372
709.0,83,21610.875915
258.0,32,21611.495187
424.0,55,21611.805229
284.0,35,21613.065965
237.0,29,21614.345384
401.0,43,21614.666527
249.0,30,21614.666792
594.0,150,21614.990296
597.0,80,21614.990526
132.0,25,21614.990626
341.0,40,21615.94045
161.0,27,21616.265856
155.0,21,21616.897233
163.0,27,21617.21827
750.0,57,21618.805243
573.0,42,21620.395955
110.0,19,21620.396235
653.0,102,21621.051284
1131.0,130,21621.05155
342.0,36,21621.383294
306.0,33,21621.383568
255.0,31,21621.383669
210.0,31,21621.707479
284.0,34,21623.96995
118.0,18,21624.610203
275.0,31,21624.933596
204.0,28,21624.933858
581.0,88,21625.257239
131.0,27,21625.578801
101.0,17,21625.896425
255.0,29,21626.528429
388.0,43,21628.434835
1098.0,141,21629.389267
1164.0,222,21629.710106
255.0,29,21630.665871
101.0,17,21631.305183
178.0,25,21631.95359
131.0,22,21631.953853
380.0,102,21632.60141
131.0,22,21632.601678
1592.0,113,21633.238579
204.0,27,21633.554298
633.0,73,21633.875533
448.0,56,21634.195772
1333.0,132,21635.144936
161.0,27,21635.145182
1021.0,140,21636.105328
576.0,69,21636.737854
107.0,17,21636.738135
522.0,52,21638.01795
414.0,52,21638.337619
206.0,25,21641.91131
1591.0,98,21642.288502
897.0,84,21642.288772
194.0,31,21642.28888
202.0,25,21642.288952
195.0,31,21643.000501
1508.0,480,21643.000749
165.0,27,21643.359884
111.0,19,21643.360139
165.0,27,21644.4334
353.0,46,21646.188434
805.0,54,21646.544789
677.0,66,21646.545043
562.0,78,21647.254104
268.0,37,21647.959718
703.0,100,21647.960016
269.0,34,21648.657167
101.0,17,21649.363949
452.0,53,21650.096237
131.0,22,21650.096497
152.0,21,21650.445245
371.0,36,21650.798397
934.0,92,21651.163339
204.0,26,21651.163632
304.0,27,21651.864471
298.0,40,21652.607395
830.0,95,21652.979523
1132.0,96,21653.345675
161.0,29,21653.710617
161.0,27,21655.899012
105.0,18,21655.89928
119.0,23,21656.256135
254.0,34,21656.61693
703.0,80,21656.97266
1035.0,181,21658.751691
248.0,35,21659.111046
390.0,101,21659.826046
490.0,82,21661.263089
263.0,30,21661.26343
277.0,32,21661.624823
260.0,37,21661.969875
284.0,34,21662.333002
107.0,19,21662.710062
284.0,32,21662.710371
218.0,29,21663.077917
161.0,27,21663.440874
370.0,35,21663.441173
1119.0,166,21665.233086
159.0,28,21666.628061
86.0,23,21666.988621
637.0,71,21667.682168
1021.0,93,21668.952528
76.0,18,21668.952841
152.0,21,21668.952942
101.0,23,21669.26955
357.0,39,21669.584716
229.0,32,21670.225571
906.0,68,21670.538565
204.0,26,21671.165177
1203.0,111,21671.803895
105.0,17,21674.444829
284.0,35,21674.445147
831.0,69,21675.124653
427.0,92,21675.12494
323.0,37,21675.458035
161.0,27,21675.4583
353.0,37,21675.794518
276.0,37,21675.794775
141.0,23,21676.748816
2237.0,286,21678.012987
181.0,22,21678.330007
160.0,29,21678.971121
310.0,35,21680.247089
773.0,69,21680.247409
96.0,22,21681.50063
842.0,86,21682.138751
323.0,45,21682.139017
204.0,26,21682.758449
200.0,26,21683.388923
465.0,40,21683.389191
132.0,22,21683.696612
163.0,28,21684.333338
133.0,28,21684.651779
213.0,30,21684.983788
388.0,65,21686.237291
278.0,35,21686.875336
765.0,76,21686.875601
1689.0,131,21686.875708
942.0,104,21686.875784
105.0,18,21687.183372
117.0,23,21687.4989
811.0,58,21688.748817
204.0,27,21690.621866
204.0,26,21690.930689
310.0,36,21691.551073
300.0,26,21691.55138
194.0,27,21692.171232
216.0,30,21692.793715
387.0,45,21693.114452
107.0,19,21693.114813
125.0,20,21693.114955
159.0,28,21693.419299
1127.0,144,21695.250897
461.0,110,21695.558126
276.0,48,21697.118247
896.0,129,21698.489264
224.0,31,21698.489568
386.0,45,21698.489683
349.0,66,21698.812304
105.0,19,21698.812596
107.0,19,21699.125773
203.0,26,21699.755465
404.0,43,21700.398083
411.0,49,21700.398347
215.0,26,21700.398458
204.0,30,21700.39855
159.0,29,21702.261923
831.0,76,21702.262246
1164.0,218,21702.262355
109.0,19,21705.179538
1204.0,105,21705.179848
354.0,40,21706.107526
1366.0,117,21706.107812
378.0,66,21707.674813
690.0,145,21707.986536
130.0,24,21707.987086
224.0,31,21708.291116
204.0,28,21708.603065
204.0,26,21708.603362
232.0,28,21709.221985
279.0,35,21709.532248
759.0,111,21710.148603
105.0,17,21710.457047
315.0,38,21710.767873
161.0,29,21711.385897
222.0,43,21712.317138
827.0,63,21712.939536
253.0,44,21714.180872
695.0,72,21714.181159
132.0,19,21714.489282
1004.0,91,21714.803628
129.0,22,21714.803918
358.0,42,21715.422397
267.0,31,21715.7424
39.0,17,21715.742765
163.0,34,21715.742911
2111.0,193,21716.057309
461.0,61,21716.368984
595.0,71,21717.616637
234.0,30,21717.616947
161.0,27,21717.932774
232.0,34,21718.563738
274.0,37,21719.242753
1494.0,103,21719.243033
284.0,34,21719.243155
131.0,19,21720.559485
301.0,80,21720.878719
176.0,32,21720.879023
292.0,39,21721.497364
299.0,27,21721.49767
1641.0,226,21721.817918
127.0,22,21721.818225
106.0,23,21723.061273
418.0,68,21723.690323
187.0,24,21724.00201
182.0,23,21724.963135
284.0,32,21726.034837
166.0,26,21726.394624
284.0,35,21726.763188
218.0,29,21727.144713
202.0,25,21727.511112
268.0,37,21728.251795
296.0,43,21728.252017
203.0,31,21728.969882
206.0,25,21728.970123
101.0,17,21728.970249
132.0,22,21729.324134
1480.0,196,21729.686572
233.0,30,21731.861003
213.0,35,21732.933454
1107.0,147,21735.075194
108.0,18,21735.439898
476.0,40,21735.44017
165.0,29,21736.530233
807.0,117,21736.912015
204.0,29,21737.290196
274.0,37,21737.290508
244.0,30,21738.006729
157.0,24,21738.007027
342.0,29,21739.43144
427.0,59,21739.786936
353.0,39,21740.476828
234.0,34,21741.173793
105.0,17,21741.577828
211.0,28,21741.953149
364.0,41,21742.326505
1531.0,161,21743.742653
90.0,20,21744.085027
283.0,45,21744.447811
152.0,21,21745.496744
166.0,26,21745.852767
385.0,92,21746.572723
456.0,40,21747.308291
859.0,104,21748.017044
76.0,18,21748.017336
660.0,103,21749.818324
636.0,81,21750.567298
317.0,37,21750.56761
163.0,29,21750.927294
1130.0,117,21751.652028
364.0,40,21751.652238
110.0,19,21754.882468
321.0,36,21754.88273
196.0,28,21755.602863
165.0,28,21755.952409
343.0,38,21755.95268
388.0,52,21756.657042
323.0,42,21758.832505
186.0,23,21758.832814
213.0,32,21758.832923
428.0,57,21760.253093
750.0,98,21760.253313
109.0,19,21761.688754
1301.0,122,21762.396948
840.0,98,21763.465739
352.0,36,21763.841913
269.0,40,21764.209744
1945.0,138,21764.209985
348.0,37,21764.90215
238.0,28,21764.902404
404.0,49,21765.597488
159.0,28,21765.960623
356.0,40,21765.960895
827.0,74,21765.961005
243.0,28,21766.680352
284.0,32,21767.031449
101.0,17,21767.736745
934.0,92,21768.488143
244.0,28,21768.861375
339.0,37,21769.235307
133.0,19,21772.816701
372.0,37,21773.548364
182.0,24,21773.548634
166.0,27,21773.548753
461.0,93,21774.617737
110.0,19,21774.618062
131.0,22,21774.973904
161.0,27,21775.690683
321.0,49,21776.40631
325.0,35,21777.47726
268.0,31,21777.832107
201.0,27,21778.189593
431.0,56,21778.899878
356.0,39,21779.982229
128.0,20,21779.982549
699.0,102,21780.701529
76.0,18,21781.062336
547.0,55,21782.169546
392.0,52,21782.169826
179.0,25,21782.551913
152.0,21,21782.552193
343.0,38,21782.552314
788.0,133,21782.918622
1236.0,168,21783.960686
904.0,155,21785.426431
379.0,59,21786.861711
162.0,31,21786.861996
282.0,38,21787.232448
78.0,18,21787.566475
1309.0,221,21787.566754
212.0,29,21787.889775
447.0,52,21787.890064
205.0,29,21788.534158
385.0,46,21789.818675
180.0,23,21790.453639
1113.0,131,21791.094569
376.0,48,21791.41682
131.0,27,21791.736476
386.0,41,21792.056239
243.0,30,21792.700607
733.0,124,21794.295312
233.0,29,21796.846519
234.0,30,21797.171312
186.0,24,21798.139186
420.0,57,21798.13945
166.0,28,21798.783408
284.0,34,21798.783691
128.0,30,21801.344075
1395.0,111,21802.30007
502.0,52,21803.579882
426.0,54,21804.564974
568.0,68,21804.565271
106.0,23,21804.565393
346.0,41,21805.201493
340.0,39,21805.201799
204.0,24,21805.836871
265.0,37,21806.152605
404.0,70,21806.794015
748.0,59,21807.429367
245.0,35,21808.070459
3117.0,301,21809.024815
1213.0,82,21809.671793
76.0,18,21810.30803
742.0,72,21810.945017
1027.0,95,21811.268823
365.0,39,21811.269104
1276.0,93,21812.539079
181.0,22,21812.860677
285.0,47,21813.179467
128.0,19,21813.488873
387.0,47,21813.811367
1034.0,148,21814.126522
1797.0,198,21814.446851
243.0,29,21814.447136
245.0,30,21814.775569
101.0,17,21815.738715
268.0,39,21817.019368
232.0,28,21817.019673
128.0,26,21817.364082
127.0,20,21817.732358
386.0,45,21818.090641
127.0,20,21820.263364
1388.0,181,21821.738919
284.0,32,21822.126241
1305.0,130,21823.267093
88.0,21,21823.267382
525.0,57,21823.649195
160.0,28,21823.649583
278.0,34,21824.73765
242.0,31,21825.797879
305.0,36,21827.244096
132.0,19,21827.24433
250.0,31,21828.315328
328.0,44,21828.699447
97.0,15,21828.699728
262.0,30,21829.070074
1083.0,133,21829.782306
104.0,18,21832.323304
1183.0,94,21833.381827
632.0,67,21834.458179
268.0,33,21835.182004
116.0,18,21835.182303
202.0,27,21837.006784
334.0,41,21837.007079
166.0,27,21838.854795
264.0,32,21838.854996
351.0,41,21839.569253
243.0,33,21840.285498
464.0,48,21841.018198
2139.0,349,21842.444579
244.0,29,21842.796048
217.0,29,21843.888909
131.0,20,21844.252191
161.0,27,21844.967487
211.0,29,21844.967791
1659.0,125,21845.676214
1315.0,163,21846.761622
1237.0,195,21847.477505
235.0,35,21847.838309
166.0,27,21848.561719
176.0,25,21848.562005
244.0,29,21849.295079
284.0,36,21850.014352
285.0,34,21853.275204
342.0,29,21853.27551
1680.0,224,21853.629555
101.0,17,21854.007939
201.0,27,21854.008257
246.0,38,21854.008397
128.0,19,21854.36239
161.0,27,21854.726017
1133.0,102,21854.726297
973.0,114,21855.438396
211.0,29,21855.438653
1101.0,121,21855.788149
276.0,35,21856.508879
867.0,92,21856.876171
1207.0,191,21857.228595
700.0,83,21859.738194
252.0,33,21860.456177
225.0,31,21860.456453
109.0,19,21860.804007
133.0,20,21861.871698
163.0,26,21862.572858
345.0,40,21862.939991
300.0,26,21863.300399
155.0,21,21864.006344
159.0,28,21864.719825
364.0,41,21864.720074
1927.0,230,21866.134292
1092.0,104,21866.134543
101.0,17,21866.85624
340.0,39,21867.216359
567.0,140,21867.566097
132.0,20,21868.985054
1251.0,132,21869.342975
271.0,36,21869.699171
132.0,19,21870.058727
265.0,32,21871.844845
128.0,22,21871.8451
257.0,33,21872.204755
410.0,47,21872.205059
161.0,27,21872.205197
101.0,17,21872.930372
1286.0,171,21875.455362
336.0,36,21875.798981
130.0,21,21876.501951
279.0,34,21876.86483
201.0,29,21880.503559
316.0,37,21880.503839
820.0,76,21880.878621
1164.0,209,21880.878871
388.0,47,21881.59362
163.0,26,21881.593876
1535.0,179,21881.959316
194.0,28,21881.959556
275.0,36,21882.685225
1495.0,105,21883.437427
176.0,25,21884.877427
797.0,86,21885.228652
1384.0,224,21885.591611
324.0,37,21885.591866
493.0,52,21886.327534
206.0,27,21886.3278
364.0,90,21886.327913
392.0,87,21886.703308
364.0,57,21886.703577
268.0,51,21887.766625
382.0,47,21888.842074
455.0,48,21889.555117
138.0,22,21889.916514
340.0,28,21890.623736
161.0,27,21891.360948
364.0,40,21891.36123
165.0,28,21891.72267
194.0,27,21891.722932
175.0,24,21895.337259
204.0,27,21896.05688
233.0,29,21896.767104
1498.0,116,21897.476004
284.0,35,21897.476261
211.0,34,21897.840633
161.0,27,21899.243742
131.0,22,21899.601603
193.0,29,21900.328442
1227.0,150,21900.693688
751.0,56,21900.693948
315.0,37,21901.035761
287.0,33,21903.154977
128.0,20,21903.155215
1424.0,263,21903.509033
285.0,34,21903.509261
693.0,130,21903.86149
385.0,43,21904.217514
1260.0,126,21904.943218
354.0,37,21904.943475
310.0,35,21907.702789
130.0,22,21908.015744
210.0,30,21908.332482
161.0,27,21908.639141
193.0,24,21909.262901
217.0,29,21909.5758
128.0,20,21909.884547
225.0,19,21911.16203
606.0,80,21913.072613
1236.0,116,21913.726282
243.0,29,21913.726563
699.0,68,21914.047735
276.0,31,21915.01805
131.0,22,21915.018313
354.0,37,21915.32811
673.0,85,21915.645636
945.0,142,21915.970966
132.0,19,21915.971211
131.0,22,21916.603196
162.0,26,21916.923968
211.0,28,21917.240772
760.0,96,21918.519349
108.0,25,21919.160341
111.0,19,21919.7872
75.0,18,21919.787455
868.0,132,21921.067307
1010.0,116,21922.972118
262.0,31,21923.61551
130.0,27,21923.615791
348.0,53,21924.579135
129.0,25,21924.579389
256.0,30,21924.895744
688.0,83,21924.896027
161.0,27,21925.519349
107.0,19,21925.836297
906.0,119,21926.785385
764.0,74,21927.415697
838.0,86,21928.667286
245.0,29,21928.987399
453.0,47,21929.939569
489.0,47,21930.57277
107.0,19,21931.809333
342.0,88,21932.125666
194.0,27,21933.077826
749.0,55,21933.394091
275.0,35,21934.665219
122.0,21,21935.306823
284.0,34,21935.624246
204.0,26,21935.624509
1110.0,119,21936.248585
370.0,39,21937.204667
101.0,17,21937.204875
387.0,43,21937.204993
388.0,61,21937.876364
904.0,116,21938.239417
243.0,29,21938.239645
161.0,27,21938.591626
1312.0,281,21939.29695
129.0,20,21940.021969
693.0,74,21941.070549
387.0,48,21941.070786
215.0,26,21943.327867
246.0,35,21943.660583
192.0,24,21943.66084
110.0,19,21943.660953
1030.0,125,21943.984046
113.0,19,21944.636954
228.0,30,21945.282133
160.0,28,21946.568954
244.0,29,21946.890373
1502.0,199,21949.100621
101.0,17,21949.10085
364.0,41,21949.100967
1340.0,125,21949.410052
1300.0,207,21950.058463
155.0,21,21950.058778
607.0,98,21950.685456
357.0,38,21950.995126
279.0,35,21952.244588
323.0,36,21952.552188
261.0,46,21952.86992
573.0,40,21952.870142
233.0,32,21953.807293
854.0,88,21955.068805
161.0,29,21955.698385
345.0,38,21955.698608
1399.0,102,21955.698708
225.0,19,21956.630074
254.0,31,21956.63036
206.0,25,21956.936585
379.0,40,21957.85255
194.0,27,21958.458104
1194.0,144,21959.068111
124.0,21,21959.382467
305.0,34,21960.050332
669.0,112,21960.400243
161.0,27,21960.758632
278.0,35,21962.157403
212.0,31,21962.496255
112.0,23,21964.048885
128.0,19,21964.049129
174.0,27,21964.356994
160.0,28,21964.672177
523.0,51,21965.289893
129.0,22,21965.603093
204.0,27,21965.603347
503.0,84,21966.220855
127.0,21,21966.221209
115.0,23,21966.524848
193.0,24,21967.728202
387.0,52,21969.262341
1145.0,98,21969.575844
122.0,19,21969.896608
163.0,29,21969.896868
452.0,46,21970.212518
1334.0,82,21970.521341
240.0,30,21971.769475
379.0,48,21971.769672
1469.0,113,21972.387575
132.0,22,21972.387787
165.0,27,21973.015166
245.0,29,21973.015454
302.0,27,21974.539875
236.0,28,21974.839684
118.0,18,21976.079501
186.0,23,21976.706569
364.0,42,21977.332959
1119.0,107,21977.659272
745.0,92,21977.97732
486.0,52,21978.300049
161.0,29,21978.95008
364.0,43,21978.950359
129.0,20,21979.262192
531.0,49,21980.549423
1632.0,149,21980.549708
350.0,261,21980.8688
114.0,18,21981.816685
275.0,31,21982.140926
284.0,32,21983.094544
146.0,34,21983.094828
281.0,50,21983.415404
1128.0,166,21983.415668
321.0,37,21983.415806
1919.0,198,21984.047642
341.0,45,21985.918197
166.0,27,21986.868393
204.0,26,21987.185462
284.0,32,21987.507998
200.0,26,21987.508253
163.0,27,21987.508367
317.0,38,21988.772649
832.0,107,21988.772861
127.0,27,21989.084667
867.0,92,21989.387903
371.0,34,21991.271697
218.0,30,21991.271958
266.0,31,21991.899166
165.0,30,21992.536472
211.0,30,21992.861327
329.0,72,21992.861602
2760.0,348,21994.422873
302.0,26,21995.697649
131.0,22,21996.013241
161.0,30,21996.331806
260.0,29,21996.651265
277.0,32,21997.287495
252.0,45,21997.608354
132.0,22,21999.009271
366.0,42,21999.356593
740.0,80,22000.040605
284.0,41,22000.730227
342.0,30,22001.094059
295.0,41,22002.178956
276.0,31,22002.885583
163.0,26,22005.401819
192.0,27,22005.402061
417.0,50,22006.114142
306.0,40,22006.464624
162.0,28,22006.464884
132.0,22,22006.798116
431.0,48,22007.503365
764.0,91,22007.871917
2331.0,287,22008.240859
1146.0,123,22009.311907
206.0,25,22009.675284
286.0,35,22009.675619
267.0,31,22010.386973
962.0,136,22010.74583
252.0,41,22012.165719
161.0,29,22013.244722
132.0,22,22013.245019
101.0,17,22013.918545
340.0,37,22014.266755
212.0,29,22016.719985
161.0,29,22016.720262
352.0,36,22018.116062
189.0,25,22018.463448
101.0,17,22019.827132
259.0,37,22019.827427
905.0,152,22020.181085
1511.0,130,22021.220111
268.0,39,22022.962644
338.0,38,22022.962923
739.0,81,22024.011251
263.0,33,22024.69774
385.0,41,22024.698026
256.0,35,22025.396512
